model_id,family,version,local_or_api,category,tasks_supported,languages,streaming_support,realtime_latency_target_ms,base_weights,runtime,quantization,hardware_reqs,context_or_max_audio,benchmarks,license,pricing,docs_url,community_signal,integration_complexity,known_failure_modes,ideal_use_cases,avoid_when,notes,implementation_priority,maturity_level,latency_class,cost_class,packaging_targets,eval_suites,evidence_links,last_reviewed_utc,consent_risk,maintenance_risk
whisper-large-v3-turbo-faster-whisper-ctranslate2-float16,Whisper,large-v3-turbo,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible; best for batch throughput,,whisper-large-v3-turbo,faster-whisper (CTranslate2),float16,CPU ok; GPU recommended for throughput; compute_type controls speed and memory,Chunked processing; 30s windows typical; can run longer with segmentation.,See faster-whisper docs; compute_type affects latency and memory,See repos and model weights terms,,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",High throughput batch transcription; server-side pipelines,If you need tiny binary size or ultra-simple deployment,Explicit CTranslate2 compute_type variants.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-large-v3-turbo-faster-whisper-ctranslate2-int8-float16,Whisper,large-v3-turbo,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible; best for batch throughput,,whisper-large-v3-turbo,faster-whisper (CTranslate2),int8_float16,CPU ok; GPU recommended for throughput; compute_type controls speed and memory,Chunked processing; 30s windows typical; can run longer with segmentation.,See faster-whisper docs; compute_type affects latency and memory,See repos and model weights terms,,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",High throughput batch transcription; server-side pipelines,If you need tiny binary size or ultra-simple deployment,Explicit CTranslate2 compute_type variants.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-faster-whisper-ctranslate2-float32,Whisper,tiny.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible; best for batch throughput,,whisper-tiny.en,faster-whisper (CTranslate2),float32,CPU ok; GPU recommended for throughput; compute_type controls speed and memory,Chunked processing; 30s windows typical; can run longer with segmentation.,See faster-whisper docs; compute_type affects latency and memory,See repos and model weights terms,,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",High throughput batch transcription; server-side pipelines,If you need tiny binary size or ultra-simple deployment,Explicit CTranslate2 compute_type variants.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-faster-whisper-ctranslate2-float16,Whisper,tiny.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible; best for batch throughput,,whisper-tiny.en,faster-whisper (CTranslate2),float16,CPU ok; GPU recommended for throughput; compute_type controls speed and memory,Chunked processing; 30s windows typical; can run longer with segmentation.,See faster-whisper docs; compute_type affects latency and memory,See repos and model weights terms,,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",High throughput batch transcription; server-side pipelines,If you need tiny binary size or ultra-simple deployment,Explicit CTranslate2 compute_type variants.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny.en-faster-whisper-ctranslate2-int8-float16,Whisper,tiny.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible; best for batch throughput,,whisper-tiny.en,faster-whisper (CTranslate2),int8_float16,CPU ok; GPU recommended for throughput; compute_type controls speed and memory,Chunked processing; 30s windows typical; can run longer with segmentation.,See faster-whisper docs; compute_type affects latency and memory,See repos and model weights terms,,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",High throughput batch transcription; server-side pipelines,If you need tiny binary size or ultra-simple deployment,Explicit CTranslate2 compute_type variants.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-faster-whisper-ctranslate2-float32,Whisper,base.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible; best for batch throughput,,whisper-base.en,faster-whisper (CTranslate2),float32,CPU ok; GPU recommended for throughput; compute_type controls speed and memory,Chunked processing; 30s windows typical; can run longer with segmentation.,See faster-whisper docs; compute_type affects latency and memory,See repos and model weights terms,,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",High throughput batch transcription; server-side pipelines,If you need tiny binary size or ultra-simple deployment,Explicit CTranslate2 compute_type variants.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-faster-whisper-ctranslate2-float16,Whisper,base.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible; best for batch throughput,,whisper-base.en,faster-whisper (CTranslate2),float16,CPU ok; GPU recommended for throughput; compute_type controls speed and memory,Chunked processing; 30s windows typical; can run longer with segmentation.,See faster-whisper docs; compute_type affects latency and memory,See repos and model weights terms,,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",High throughput batch transcription; server-side pipelines,If you need tiny binary size or ultra-simple deployment,Explicit CTranslate2 compute_type variants.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base.en-faster-whisper-ctranslate2-int8-float16,Whisper,base.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible; best for batch throughput,,whisper-base.en,faster-whisper (CTranslate2),int8_float16,CPU ok; GPU recommended for throughput; compute_type controls speed and memory,Chunked processing; 30s windows typical; can run longer with segmentation.,See faster-whisper docs; compute_type affects latency and memory,See repos and model weights terms,,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",High throughput batch transcription; server-side pipelines,If you need tiny binary size or ultra-simple deployment,Explicit CTranslate2 compute_type variants.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small.en-faster-whisper-ctranslate2-float32,Whisper,small.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible; best for batch throughput,,whisper-small.en,faster-whisper (CTranslate2),float32,CPU ok; GPU recommended for throughput; compute_type controls speed and memory,Chunked processing; 30s windows typical; can run longer with segmentation.,See faster-whisper docs; compute_type affects latency and memory,See repos and model weights terms,,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",High throughput batch transcription; server-side pipelines,If you need tiny binary size or ultra-simple deployment,Explicit CTranslate2 compute_type variants.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small.en-faster-whisper-ctranslate2-float16,Whisper,small.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible; best for batch throughput,,whisper-small.en,faster-whisper (CTranslate2),float16,CPU ok; GPU recommended for throughput; compute_type controls speed and memory,Chunked processing; 30s windows typical; can run longer with segmentation.,See faster-whisper docs; compute_type affects latency and memory,See repos and model weights terms,,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",High throughput batch transcription; server-side pipelines,If you need tiny binary size or ultra-simple deployment,Explicit CTranslate2 compute_type variants.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small.en-faster-whisper-ctranslate2-int8-float16,Whisper,small.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible; best for batch throughput,,whisper-small.en,faster-whisper (CTranslate2),int8_float16,CPU ok; GPU recommended for throughput; compute_type controls speed and memory,Chunked processing; 30s windows typical; can run longer with segmentation.,See faster-whisper docs; compute_type affects latency and memory,See repos and model weights terms,,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",High throughput batch transcription; server-side pipelines,If you need tiny binary size or ultra-simple deployment,Explicit CTranslate2 compute_type variants.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-medium.en-faster-whisper-ctranslate2-float32,Whisper,medium.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible; best for batch throughput,,whisper-medium.en,faster-whisper (CTranslate2),float32,CPU ok; GPU recommended for throughput; compute_type controls speed and memory,Chunked processing; 30s windows typical; can run longer with segmentation.,See faster-whisper docs; compute_type affects latency and memory,See repos and model weights terms,,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",High throughput batch transcription; server-side pipelines,If you need tiny binary size or ultra-simple deployment,Explicit CTranslate2 compute_type variants.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-medium.en-faster-whisper-ctranslate2-float16,Whisper,medium.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible; best for batch throughput,,whisper-medium.en,faster-whisper (CTranslate2),float16,CPU ok; GPU recommended for throughput; compute_type controls speed and memory,Chunked processing; 30s windows typical; can run longer with segmentation.,See faster-whisper docs; compute_type affects latency and memory,See repos and model weights terms,,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",High throughput batch transcription; server-side pipelines,If you need tiny binary size or ultra-simple deployment,Explicit CTranslate2 compute_type variants.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-medium.en-faster-whisper-ctranslate2-int8-float16,Whisper,medium.en,Local,ASR,"ASR, transcription",English,Chunked streaming possible; best for batch throughput,,whisper-medium.en,faster-whisper (CTranslate2),int8_float16,CPU ok; GPU recommended for throughput; compute_type controls speed and memory,Chunked processing; 30s windows typical; can run longer with segmentation.,See faster-whisper docs; compute_type affects latency and memory,See repos and model weights terms,,https://github.com/openai/whisper,very high,medium,"Overlapping speakers, heavy noise, strong accents, or domain jargon can reduce accuracy; timestamps drift without alignment.",High throughput batch transcription; server-side pipelines,If you need tiny binary size or ultra-simple deployment,Explicit CTranslate2 compute_type variants.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny-onnxruntime-fp16,Whisper,tiny,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-tiny,onnxruntime,fp16,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny-onnxruntime-int8,Whisper,tiny,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-tiny,onnxruntime,int8,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny-coreml-fp16,Whisper,tiny,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-tiny,coreml,fp16,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-tiny-coreml-int8,Whisper,tiny,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-tiny,coreml,int8,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base-onnxruntime-fp16,Whisper,base,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-base,onnxruntime,fp16,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base-onnxruntime-int8,Whisper,base,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-base,onnxruntime,int8,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base-coreml-fp16,Whisper,base,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-base,coreml,fp16,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-base-coreml-int8,Whisper,base,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-base,coreml,int8,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small-onnxruntime-fp16,Whisper,small,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-small,onnxruntime,fp16,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small-onnxruntime-int8,Whisper,small,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-small,onnxruntime,int8,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small-coreml-fp16,Whisper,small,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-small,coreml,fp16,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-small-coreml-int8,Whisper,small,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-small,coreml,int8,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-medium-onnxruntime-fp16,Whisper,medium,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-medium,onnxruntime,fp16,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-medium-onnxruntime-int8,Whisper,medium,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-medium,onnxruntime,int8,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-medium-coreml-fp16,Whisper,medium,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-medium,coreml,fp16,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-medium-coreml-int8,Whisper,medium,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-medium,coreml,int8,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-large-v2-onnxruntime-fp16,Whisper,large-v2,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-large-v2,onnxruntime,fp16,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-large-v2-onnxruntime-int8,Whisper,large-v2,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-large-v2,onnxruntime,int8,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-large-v2-coreml-fp16,Whisper,large-v2,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-large-v2,coreml,fp16,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-large-v2-coreml-int8,Whisper,large-v2,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-large-v2,coreml,int8,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-large-v3-onnxruntime-fp16,Whisper,large-v3,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-large-v3,onnxruntime,fp16,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-large-v3-onnxruntime-int8,Whisper,large-v3,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-large-v3,onnxruntime,int8,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-large-v3-coreml-fp16,Whisper,large-v3,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-large-v3,coreml,fp16,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-large-v3-coreml-int8,Whisper,large-v3,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-large-v3,coreml,int8,Apple devices; best for on-device iOS/macOS deployment; requires CoreML conversion,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
whisper-large-v3-turbo-onnxruntime-fp16,Whisper,large-v3-turbo,Local,ASR,"ASR, transcription",multilingual,Chunked streaming possible,,whisper-large-v3-turbo,onnxruntime,fp16,CPU or GPU; best for cross-platform deployment; requires exported ONNX graph,Chunked processing; 30s windows typical; can run longer with segmentation.,Export and runtime dependent; benchmark on target device,See base model and export tooling licenses,,https://github.com/openai/whisper,high,high,"Conversion mismatches, operator support gaps, accuracy drift after quantization",Mobile and edge deployment; standardized runtime packaging,If you do not want to maintain conversion pipelines,Treat exports as separate artifacts with reproducible build steps.,P0,production,near-realtime,free/open,"mac,linux,windows","asr-general,asr-multispeaker,asr-noisy",,2026-02-05T05:38:30Z,,low
